Name,Category,Index,XAxis,YAxis,
email_3439_FW_Form_16__Form_12BA__Financial_Year_20122013_144886_Anjishnu_Kumar.txt,8,15,3.3358265174,-0.599444557021,
email_1142_Amazon_Elastic_MapReduce_now_supports_IAM_roles_and_federated_users.txt,8,16,-0.724726574136,-3.27894689467,
email_3252_Re_Catch_up_call.txt,9,17,6.59134152517,-2.04560227819,
email_857_Get_your_exclusive_promo_code.txt,7,18,-4.8618916583,-4.28998182909,
email_3070_Sujata_Roy_Sharma_added_you_on_Google.txt,8,19,-5.03637887765,2.5961989511,
email_3254_Re_Catch_up_call.txt,8,20,5.59196513535,-2.63810546017,
email_2816_ProofMath.txt,8,21,-5.07615087471,4.4547573179,
email_1883_Important_upcoming_change_to_how_you_manage_your_AWS_account_access_keys.txt,8,22,-0.44188382306,-4.77603583948,
email_132_Manoj_Kumar_added_you_on_Google.txt,8,23,-4.83548277281,2.34372590148,
email_2585_Fwd_Google_Phone_Interview.txt,9,24,2.65256234236,1.53021379471,
email_1864_Traveling_abroad_Secure_your_trip_instantly.txt,8,25,-3.551581465,-3.66990114188,
email_1965_arpit_gupta_added_you_on_Google.txt,8,26,-4.95991413105,1.75348064324,
email_3693_Getting_started_on_Google.txt,8,27,-0.87627190336,4.79091526849,
email_2753_Reminder_collegefeed_Networking_Event_With_Dave_Girouard_Founder___Fri_Oct_25_2013_4pm__5pm_anjishnukrgmailcom.txt,8,28,4.24573524483,1.7977320504,
email_2719_Property_Forecast_2014_A_research_report_by_Makaancom.txt,9,29,-0.319120768829,-1.0006498286,
email_1246_Re.txt,8,30,5.14996297711,-1.72116088991,
email_1312_Invitation_Hold_for_Networking_Session_With_Raj_Sabhlok__President___Fri_Aug_15_2014_4pm__5pm_anjishnukrgmailcom.txt,8,31,2.91447514593,0.518363937081,
email_662_More_error_messages.txt,9,32,6.2153061354,2.32306435669,
email_1253_Re.txt,8,33,5.03991722602,-0.791736959922,
email_3143_People_you_may_know_on_Google.txt,6,34,-0.825942515424,4.88298553992,
email_3234_manish_deepak_added_you_on_Google.txt,8,35,-6.12554573549,1.93930267696,
email_786_Parth_Patel_added_you_on_Google.txt,8,36,-5.71229461731,1.53670940311,
email_521_Anjishnu_Kumar_Youre_Invited_to_Join_Amazons_Site_MyHabitcom.txt,8,37,-3.63506470047,4.06941116966,
email_410_The_more_you_share_the_more_you_save.txt,8,38,-8.28742854178,-0.0768185468862,
email_1562_Another_quick_reminder_why_we_do_what_we_do.txt,8,39,0.425727470758,-2.03323352924,
email_2002_Pranav_Bhalla_added_you_on_Google.txt,8,40,-5.65275374993,2.43043297835,
email_2773_Fwd_Senti_Project_API.txt,8,41,2.85079563671,3.1186035861,
email_240_Amritha_S_added_you_on_Google.txt,8,42,-5.42557248011,3.00581256855,
email_3140_Things_to_purchase.txt,8,43,0.762646215753,0.100429839116,
email_1773_Join_us_for_a_Master_Class_with_Marcos_Eguillor.txt,8,44,-2.04067204958,1.13042708553,
email_3258_Re_Catch_up_call.txt,8,45,4.73866735553,-2.59101971646,
email_338_Re_central_perk.txt,9,46,6.15659634019,-0.0946687729967,
email_3628_Demo_link.txt,8,47,-6.87437483645,3.41607057672,
email_1806_Re_networkplanner_Reset_default_logistic_curve_values_to_flat_106.txt,6,48,1.59630661655,1.9433292174,
email_3085_Jalaj_Jain_added_you_on_Google.txt,8,49,-5.40287154269,1.59767148188,
email_3251_Re_Catch_up_call.txt,8,50,6.30092805955,-3.22621163392,
email_2020_Important_upcoming_change_to_how_you_manage_your_AWS_account_access_keys.txt,8,51,-0.441844952299,-4.77600409907,
email_3088_Reminder_US_Ambassador_All_Hands_Call__Dialin_18883878686_40__Fri_Jul_26_1130pm__Sat_Jul_27_2013_1230am_anjishnukrgmailcom.txt,9,52,5.4374779301,0.904132660751,
email_3159_Upcoming_events_we_found_just_for_you.txt,8,53,-5.08454067379,-1.17647324406,
email_3520_Lekha_Kumar_added_you_on_Google.txt,8,54,-4.15724544878,3.20109985965,
email_51_This_season_Travel_Worry_Free.txt,8,55,-3.42122234338,-3.65671823626,
email_2175_Act_fast_Essential_albums_for_just_099.txt,8,56,1.54076086694,1.78160341748,
email_3253_Re_Catch_up_call.txt,8,57,6.59208269739,-2.50690045691,
email_1113_Collegefeed_on_TechCrunch.txt,9,58,6.41556460253,2.48680945814,
email_702_4_for_a_10_BP_Gift_Card.txt,8,59,-6.22430588779,-3.00652543285,
email_1700_Traveling_abroad_Secure_your_trip_instantly.txt,8,60,-3.42601489016,-4.08260565211,
email_1848_Updated_Invitation_How_to_Get_Hired_as_a_Product_Manager__Lewis_Lin_exGoo__Fri_May_16_2014_4pm__5pm_anjishnukrgmailcom.txt,8,61,0.278823331611,-0.545194737814,
email_2629_Updated_Invitation_What_does_a_Google_Product_Manager_Do__PLEASE_RSVP__Fri_Jan_17_2014_4pm__5pm_anjishnukrgmailcom.txt,8,62,3.25062539004,2.24378485418,
email_3093_Amazon_CloudFront_and_Route_53_Add_India_Edge_Locations_in_Chennai_and_Mumbai.txt,8,63,-2.32417429388,-2.11176389746,
email_3260_Re_Catch_up_call.txt,8,64,4.25573328573,-2.62348371218,
email_1278_Re_Arpit_and_Abhinavs_Birthday_Celebrations.txt,8,65,2.75172089511,-2.23447053108,
email_3019_Amitabh_Kumar_invited_you_to_a_conversation_on_Hangouts.txt,6,66,-1.576006026,3.49142849294,
email_1252_Re.txt,8,67,5.12381637393,-1.71029951221,
email_1247_Re.txt,8,68,4.77589823921,-2.06435023892,
email_1939_Mehul_Parmar_added_you_on_Google.txt,8,69,-5.43725017526,1.86836776318,
email_337_Re_central_perk.txt,9,70,6.30972090938,0.247466919996,
email_1717_AWS_Cuts_Prices_on_EC2_S3_RDS_ElastiCache_and_Elastic_MapReduce.txt,8,71,-0.762089581139,-3.25397149144,
email_1340_deleted_is_still_waiting_for_you_to_join_Feedspot.txt,8,72,-2.69129632599,2.61776927083,
email_3656_Reminder_collegefeed_Brand_Manager_catch_up_call_18883878686_p__Fri_May_31_1130pm__Sat_Jun_1_2013_1230am_anjishnukrgmailcom.txt,9,73,5.04504464637,0.200783916052,
email_983_Agnika_Kumar_added_you_on_Google.txt,8,74,-4.77603734947,3.2286582966,
email_1569_minhaz_palasara_added_you_on_Google.txt,8,75,-6.09270998491,2.47507620648,
email_3122_Event_Picks_for_You__Your_August_Newsletter.txt,8,76,-5.02289098426,-1.19423149735,
email_3706_Amitabh_Kumar_added_you_on_Google.txt,8,77,-3.98701219677,2.68943752237,
email_1181_Traveling_abroad_Secure_your_trip_instantly.txt,8,78,-3.55169704038,-3.66991593276,
email_1244_Re.txt,8,79,4.45026173725,-2.9773363798,
email_2947_Best_fall_deals_for_you.txt,8,80,-5.71908595582,-1.44646567572,
email_2906_Reminder_collegefeed_Networking_Event_With_Maz_Jobrani__Ted_Speak__Fri_Sep_20_2013_130pm__230pm_anjishnukrgmailcom.txt,8,81,4.90427719212,1.8505513214,
email_409_The_more_you_share_the_more_you_save.txt,8,82,-8.28334683764,-0.0803144544803,
email_2858_Reminder_Collegefeed_Presents_Aaron_Bell__Youngest_Engineer_Ever___Fri_Nov_15_2013_4pm__5pm_anjishnukrgmailcom.txt,9,83,4.21739153628,1.78813570862,
email_446_Join_us_for_a_Master_Class_on_Career_Evolution.txt,8,84,-1.72122854821,1.03642957894,
email_1287_Re_This_one_is_gold.txt,8,85,5.26879479315,-3.4835482126,
email_2126_Avneet_Randhawa_Avneetr_is_now_following_you_on_Twitter.txt,8,86,0.0395158332082,5.0908845485,
email_336_Re_central_perk.txt,9,87,7.0790070795,-0.673084750708,
email_3694_Reminder_collegefeed_India__first_discussion_Google_Hangout_or_S__Tue_Feb_5_11pm__Wed_Feb_6_2013_12am_sanjeevcollegefeedcom.txt,9,88,6.49630168446,1.48805300254,
email_926_New_Locations_in_Australia_for_Amazon_CloudFront_Route_53_and_Direct_Connect.txt,8,89,-2.37130656816,-2.10405525951,
email_1281_Re_Arpit_and_Abhinavs_Birthday_Celebrations.txt,9,90,5.77954006789,-0.318965082735,
email_3016_Travel_Insider_Sale.txt,8,91,-5.65319431314,-4.80085655964,
email_3259_Re_Catch_up_call.txt,8,92,3.64776682902,-1.31031552146,
email_2760_Anurag_Kumar_added_you_on_Google.txt,8,93,-5.64676915018,2.97194373461,
email_2116_a_war.txt,8,94,-0.497953405552,3.18190284668,
email_1199_Hot_deals_on_Broadway_for_Your_Holiday_Week__Other_Great_Entertainment_Steals.txt,8,95,-5.4654664568,-4.33745036301,
email_1280_Re_Arpit_and_Abhinavs_Birthday_Celebrations.txt,8,96,3.21129877292,-2.10225155094,
email_1245_Re.txt,8,97,4.92860480901,-1.26447195848,
email_661_Introducing_AWS_Trusted_Advisor_Console.txt,8,98,-0.609347497341,-4.0764767102,
email_3147_Amitabh_Kumar_invited_you_to_a_conversation_on_Hangouts.txt,6,99,-1.96253702025,4.11578520741,
email_3218_Cenk_Erdil_added_you_on_Google.txt,8,100,-6.06126969132,2.22379783979,
email_1286_Re_This_one_is_gold.txt,8,101,4.84098573606,-3.82787488812,
email_3696_Siddharth_Gupta_added_you_on_Google.txt,8,102,-4.45630683603,1.5764673738,
email_2622_Reminder_Collegefeed_Presents_Steve_Garrity__Forbes_Social_Media___Fri_Dec_6_2013_4pm__5pm_anjishnukrgmailcom.txt,9,103,4.32661711494,1.7610325872,
